CompanyID,CompanyName,Industry,Region,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance,CarbonEmissions,WaterUsage,EnergyConsumption,New_Revenue
926,Company_0926,Healthcare,Latin America,2023,630.84,0.1043,5270.06,0.0046,44.7,29.1,54.5,50.6,46.43,744.24,1020.48,216.07
927,Company_0927,Healthcare,Europe,2024,1314.18,0.1298,12678.85,0.0045,51.8,34.9,65.4,55.1,33.92,1589.47,3725.89,616.55
928,Company_0928,Technology,Asia-Pacific,2024,1126.38,0.0978,7406.46,0.0606,49.1,50.2,54.0,43.1,54.4,257.83,2968.63,316.89
929,Company_0929,Energy,Middle East-Africa,2019,3129.62,0.0867,26479.41,0.053,59.5,62.9,67.1,48.5,240.52,556.75,2366.0,1564.81
930,Company_0930,Manufacturing,Middle East-Africa,2020,771.08,0.0616,3826.59,0.0818,51.7,52.4,66.9,35.9,34.52,941.78,639.08,385.54
931,Company_0931,Retail,Latin America,2018,1431.97,0.1702,9521.84,0.1142,51.2,55.7,54.8,43.2,53.77,663.2,3136.86,192.84
932,Company_0932,Finance,Middle East-Africa,2018,1907.88,0.1096,19943.61,0.2409,44.6,56.8,53.4,23.6,83.62,1745.25,2054.64,107.53
933,Company_0933,Manufacturing,Europe,2021,3111.39,0.1011,20602.38,-0.0523,43.9,32.4,51.1,48.3,203.22,2243.92,7708.7,1114.79
934,Company_0934,Manufacturing,Europe,2023,763.24,0.1081,10530.36,0.0981,52.8,63.6,54.9,39.9,33.13,99.87,1509.99,182.44
935,Company_0935,Technology,Latin America,2018,711.57,0.0793,7500.59,0.0569,57.8,64.9,66.6,41.9,46.13,111.29,764.64,355.79
936,Company_0936,Energy,Latin America,2023,521.52,0.1013,4309.76,-0.0791,46.9,42.1,58.6,40.1,20.98,656.06,884.88,260.76
937,Company_0937,Finance,Latin America,2023,5246.99,0.1323,18181.25,0.1375,52.3,57.8,60.0,39.1,145.03,4988.57,7950.19,1248.15
938,Company_0938,Healthcare,Asia-Pacific,2021,2890.34,0.058,25997.43,0.0795,45.2,42.5,51.0,42.2,94.96,2408.76,7754.5,782.54
939,Company_0939,Healthcare,Middle East-Africa,2021,1064.71,0.0666,12965.33,0.106,51.3,64.9,53.4,35.7,16.45,1514.12,617.97,282.4
940,Company_0940,Retail,Latin America,2021,4238.68,0.2027,26223.41,-0.069,48.6,47.8,40.9,57.1,189.96,1451.16,11612.33,360.14
941,Company_0941,Finance,North America,2018,1021.16,0.0982,12949.63,0.0346,57.6,64.7,59.9,48.2,20.8,470.92,2175.28,405.61
942,Company_0942,Healthcare,North America,2024,1820.9,0.0869,10964.89,-0.0255,38.4,23.1,44.2,47.8,121.65,2111.22,4267.91,445.82
943,Company_0943,Retail,Europe,2021,1104.47,0.0394,14231.04,0.2014,45.4,60.1,55.3,20.8,43.56,1309.16,559.43,248.99
944,Company_0944,Energy,Middle East-Africa,2018,1448.76,0.171,5828.68,0.1301,47.1,40.0,61.3,40.1,92.07,966.11,2999.8,307.56
945,Company_0945,Retail,Latin America,2021,1345.11,0.0566,18016.71,0.0023,36.4,16.8,42.3,50.1,103.32,1925.35,2651.51,306.0
946,Company_0946,Healthcare,North America,2022,814.45,0.1191,7322.08,-0.0576,39.4,22.5,50.2,45.5,56.57,1151.27,1501.04,266.06
947,Company_0947,Technology,Middle East-Africa,2023,2356.07,0.0175,15452.15,0.0636,38.2,41.6,35.4,37.6,180.48,276.54,5806.92,262.19
948,Company_0948,Technology,Europe,2021,1810.15,0.1691,11189.21,0.1265,57.6,56.8,73.9,42.0,90.07,617.73,3420.61,735.43
949,Company_0949,Technology,Asia-Pacific,2019,2251.58,0.1906,18427.19,-0.0715,45.0,38.6,43.1,53.4,48.57,2810.66,5950.34,309.4
950,Company_0950,Healthcare,Middle East-Africa,2023,1372.18,0.1491,20567.11,-0.0152,51.0,49.9,45.3,57.7,103.57,781.19,1484.13,225.76
951,Company_0951,Technology,Middle East-Africa,2023,581.38,0.0279,3281.26,-0.0274,45.5,41.0,55.7,39.9,41.16,135.84,1462.14,290.69
952,Company_0952,Finance,Asia-Pacific,2021,3628.48,0.1703,15379.69,0.1107,48.8,39.0,62.1,45.4,255.84,4350.55,3440.83,893.7
953,Company_0953,Energy,Middle East-Africa,2024,912.52,0.0704,9143.84,0.0241,43.9,34.6,51.3,45.9,53.41,672.0,2311.23,290.9
954,Company_0954,Retail,Europe,2020,1414.95,0.0497,12539.98,0.027,40.2,31.4,44.7,44.6,76.05,1116.92,4034.24,348.75
955,Company_0955,Retail,Europe,2024,1710.89,0.097,15894.74,0.0622,56.4,82.2,41.7,45.2,18.87,617.49,2291.28,165.09
956,Company_0956,Healthcare,Asia-Pacific,2021,1408.38,0.0958,15496.72,-0.0115,46.8,35.4,53.3,51.8,87.83,1443.95,2569.89,498.24
957,Company_0957,Technology,Latin America,2023,2081.39,0.0897,12916.55,-0.0511,46.7,56.7,38.1,45.2,34.15,1814.43,4466.3,372.83
958,Company_0958,Technology,North America,2019,2324.74,0.1964,32378.97,0.1459,63.3,81.8,60.3,47.9,65.52,905.12,1624.25,334.54
959,Company_0959,Manufacturing,Latin America,2023,936.94,0.2407,7709.18,0.1524,62.2,53.8,88.7,44.2,45.54,540.11,1625.78,468.47
960,Company_0960,Energy,Middle East-Africa,2024,3421.48,0.0379,15564.41,0.0626,49.7,53.0,56.5,39.6,142.41,3201.24,4795.07,1368.77
961,Company_0961,Finance,North America,2019,909.75,0.0787,10832.9,0.0677,43.3,39.6,48.9,41.4,10.1,1268.94,2439.16,203.31
962,Company_0962,Retail,Asia-Pacific,2018,1388.15,0.1286,14877.11,0.1383,42.5,12.5,77.3,37.7,93.95,1927.48,3736.47,694.07
963,Company_0963,Manufacturing,Asia-Pacific,2022,836.0,0.0967,5675.52,0.061,49.6,37.7,68.6,42.5,59.79,420.56,1882.62,418.0
964,Company_0964,Manufacturing,North America,2023,684.42,0.144,7157.8,0.0207,49.5,30.9,64.9,52.7,39.51,773.3,1464.18,290.12
965,Company_0965,Healthcare,Europe,2021,2277.73,0.175,12842.61,0.0528,43.5,31.6,46.1,52.9,109.05,2700.76,5316.72,150.31
966,Company_0966,Retail,North America,2018,9752.98,0.165,81321.03,0.1475,50.6,28.8,64.3,58.7,753.43,12019.1,13800.14,2394.55
967,Company_0967,Healthcare,Middle East-Africa,2022,851.3,0.1566,11741.98,0.0537,54.9,63.5,50.5,50.7,15.66,765.38,1286.57,132.52
968,Company_0968,Finance,Europe,2021,2567.6,0.2195,11817.13,0.0031,56.8,56.6,50.3,63.4,158.3,294.53,4838.02,311.91
969,Company_0969,Manufacturing,Asia-Pacific,2020,872.94,0.0247,6669.54,0.0603,41.2,39.1,48.4,36.2,16.57,1018.15,2483.56,260.55
970,Company_0970,Manufacturing,North America,2021,1088.61,0.2088,13992.73,0.0959,56.5,59.6,59.3,50.6,39.98,271.32,2514.7,182.55
971,Company_0971,Energy,Latin America,2019,3752.99,0.0952,54920.87,0.0875,55.5,58.2,55.6,52.7,191.34,989.36,7046.14,1046.37
972,Company_0972,Finance,Latin America,2019,517.25,0.1671,4369.27,0.0887,49.5,29.5,74.1,44.9,31.86,490.29,1254.86,234.89
973,Company_0973,Manufacturing,Middle East-Africa,2020,429.79,0.0582,3904.18,-0.0079,44.8,54.8,34.1,45.5,4.41,634.76,613.4,49.38
974,Company_0974,Finance,Latin America,2018,1031.7,0.0655,10178.79,0.1039,52.1,58.9,62.3,35.1,29.14,453.49,2399.9,414.19
975,Company_0975,Retail,North America,2022,1745.09,0.1597,24759.59,0.052,54.9,46.8,63.1,54.9,83.2,1752.3,2664.21,596.65
976,Company_0976,Technology,North America,2021,1517.12,0.0043,20175.34,0.0002,47.7,62.8,34.0,46.2,71.76,796.66,1819.26,272.16
977,Company_0977,Manufacturing,Latin America,2019,1411.59,0.1794,7124.62,0.1034,48.5,28.4,72.3,44.9,77.12,1917.25,2857.51,556.22
978,Company_0978,Energy,North America,2018,1123.15,0.1956,9255.98,0.0182,58.7,47.2,70.4,58.4,35.12,1045.57,2490.24,492.35
979,Company_0979,Retail,Middle East-Africa,2020,1901.84,0.1307,16294.99,-0.0602,54.4,59.8,54.7,48.7,90.98,742.61,3134.68,725.24
980,Company_0980,Finance,Europe,2024,142.66,0.1285,1778.79,-0.02,57.6,66.1,57.0,49.8,3.32,66.62,273.01,53.23
981,Company_0981,Healthcare,Middle East-Africa,2023,648.35,0.07,6635.71,0.0373,43.9,56.2,32.0,43.5,14.96,457.4,1449.18,10.97
982,Company_0982,Retail,Middle East-Africa,2024,1027.08,0.1605,11144.44,0.0905,51.3,51.1,56.8,46.0,51.72,278.19,2484.78,209.49
983,Company_0983,Manufacturing,North America,2024,1795.74,0.1409,26897.36,-0.0105,52.4,44.6,53.3,59.4,104.12,377.51,4918.41,522.24
984,Company_0984,Finance,Europe,2019,3111.42,0.0647,12133.06,0.0332,49.6,61.5,42.2,45.1,57.34,3273.48,4313.55,566.42
985,Company_0985,Technology,North America,2020,590.18,0.0965,3349.94,-0.0352,48.4,50.6,49.4,45.2,10.97,395.44,1698.95,189.78
986,Company_0986,Retail,Asia-Pacific,2021,3041.04,0.1104,24008.26,0.1187,43.9,35.7,54.8,41.2,150.75,3395.98,6365.5,641.37
987,Company_0987,Manufacturing,North America,2024,798.88,0.0964,5730.65,0.1702,48.5,61.1,56.7,27.8,23.09,202.98,1972.63,161.74
988,Company_0988,Energy,North America,2024,1001.31,0.0382,3264.01,0.1626,37.2,43.3,45.6,22.7,37.52,955.06,2252.37,125.25
989,Company_0989,Healthcare,North America,2022,1647.48,0.1619,6756.87,0.1175,52.7,65.0,52.0,41.2,62.69,1187.22,1670.43,164.7
990,Company_0990,Finance,Europe,2019,951.21,0.1054,10626.38,0.1104,58.7,89.8,48.2,38.1,21.4,172.36,645.49,123.46
991,Company_0991,Retail,North America,2019,2385.31,0.1209,32325.4,-0.095,51.3,57.6,48.7,47.7,24.07,2057.86,5523.69,816.89
992,Company_0992,Retail,Europe,2021,826.15,0.0853,7576.4,0.0624,46.8,51.7,47.0,41.8,57.6,178.39,1468.59,158.4
993,Company_0993,Technology,Latin America,2023,834.91,0.1485,7906.85,0.0153,44.4,25.1,54.2,54.0,50.14,1050.99,1883.17,220.94
994,Company_0994,Technology,Asia-Pacific,2018,2290.18,0.1319,13881.06,0.1116,44.9,40.0,53.5,41.3,133.6,2255.23,3875.23,389.02
995,Company_0995,Energy,Europe,2022,642.79,0.1928,7851.33,-0.1276,52.6,52.8,61.9,43.0,31.02,565.49,823.14,306.26
996,Company_0996,Healthcare,Latin America,2019,1305.38,0.1488,15692.69,0.0635,53.3,62.7,47.4,49.8,77.11,374.46,1582.83,141.72
997,Company_0997,Energy,Europe,2022,342.98,0.1078,3450.48,0.035,49.4,34.9,67.0,46.4,25.89,172.33,797.88,168.13
998,Company_0998,Manufacturing,Europe,2019,3919.61,0.0756,21761.57,0.1283,45.7,52.1,48.8,36.1,221.84,3096.6,4671.98,625.19
999,Company_0999,Manufacturing,Asia-Pacific,2022,2551.88,0.172,10626.59,0.1584,45.6,46.3,52.6,37.8,72.87,2517.68,5835.37,125.95
1000,Company_1000,Energy,Middle East-Africa,2020,7518.15,0.103,28349.9,-0.015,58.0,62.1,56.1,55.7,375.45,2680.39,10975.75,2921.55
